"ranking","name","count","total","male","female","langs"
"23024","영루나","1","1","0","1","@{ko=영루나; en=Yeongruna}"
"23024","영륭","1","1","1","0","@{ko=영륭; en=Yeongryung}"
"23024","영리나","1","1","0","1","@{ko=영리나; en=Yeongrina}"
"23024","영리향","1","1","0","1","@{ko=영리향; en=Yeongrihyang}"
"23024","영림줄리아","1","1","0","1","@{ko=영림줄리아; en=Yeongrimjulria}"
"23024","영미이본","1","1","0","1","@{ko=영미이본; en=Yeongmiibon}"
"23024","영밀","1","1","0","1","@{ko=영밀; en=Yeongmil}"
"23024","영박","1","1","1","0","@{ko=영박; en=Yeongbak}"
"23024","영반","1","1","1","0","@{ko=영반; en=Yeongban}"
"23024","영발","1","1","0","1","@{ko=영발; en=Yeongbal}"
"23024","영배알폰소","1","1","1","0","@{ko=영배알폰소; en=Yeongbaealponso}"
"23024","영분","1","1","0","1","@{ko=영분; en=Yeongbun}"
"23024","영색","1","1","1","0","@{ko=영색; en=Yeongsaek}"
"23024","영샘","1","1","1","0","@{ko=영샘; en=Yeongsaem}"
"23024","영선민들레","1","1","0","1","@{ko=영선민들레; en=Yeongseonmindeulre}"
"23024","영수아더","1","1","1","0","@{ko=영수아더; en=Yeongsuadeo}"
"23024","영숙이","1","1","0","1","@{ko=영숙이; en=Yeongsuki}"
"23024","영숭","1","1","1","0","@{ko=영숭; en=Yeongsung}"
"23024","영아윤","1","1","1","0","@{ko=영아윤; en=Yeongayun}"
"23024","영안드레","1","1","1","0","@{ko=영안드레; en=Yeongandeure}"
"23024","영암","1","1","1","0","@{ko=영암; en=Yeongam}"
"23024","영야페","1","1","1","0","@{ko=영야페; en=Yeongyape}"
"23024","영우오웬","1","1","1","0","@{ko=영우오웬; en=Yeonguowen}"
"23024","영원노아","1","1","1","0","@{ko=영원노아; en=Yeongwonnoa}"
"23024","영은에린","1","1","0","1","@{ko=영은에린; en=Yeongeunerin}"
"23024","영은클로이","1","1","0","1","@{ko=영은클로이; en=Yeongeunkeulroi}"
"23024","영음나","1","1","0","1","@{ko=영음나; en=Yeongeumna}"
"23024","영의량","1","1","0","1","@{ko=영의량; en=Yeonguiryang}"
"23024","영일랑","1","1","1","0","@{ko=영일랑; en=Yeongilrang}"
"23024","영일선금화","1","1","1","0","@{ko=영일선금화; en=Yeongilseongeumhwa}"
"23024","영일선바다","1","1","0","1","@{ko=영일선바다; en=Yeongilseonbada}"
"23024","영일선용석","1","1","1","0","@{ko=영일선용석; en=Yeongilseonyongseok}"
"23024","영일선유리","1","1","1","0","@{ko=영일선유리; en=Yeongilseonyuri}"
"23024","영일선진주","1","1","0","1","@{ko=영일선진주; en=Yeongilseonjinju}"
"23024","영재김","1","1","1","0","@{ko=영재김; en=Yeongjaegim}"
"23024","영재알렉스","1","1","1","0","@{ko=영재알렉스; en=Yeongjaealrekseu}"
"23024","영재어타이","1","1","1","0","@{ko=영재어타이; en=Yeongjaeeotai}"
"23024","영절","1","1","1","0","@{ko=영절; en=Yeongjeol}"
"23024","영존","1","1","1","0","@{ko=영존; en=Yeongjon}"
"23024","영지랑","1","1","1","0","@{ko=영지랑; en=Yeongjirang}"
"23024","영진매튜","1","1","1","0","@{ko=영진매튜; en=Yeongjinmaetyu}"
"23024","영진엔드루","1","1","1","0","@{ko=영진엔드루; en=Yeongjinendeuru}"
"23024","영추","1","1","1","0","@{ko=영추; en=Yeongchu}"
"23024","영칙","1","1","1","0","@{ko=영칙; en=Yeongchik}"
"23024","영탄","1","1","1","0","@{ko=영탄; en=Yeongtan}"
"23024","영탑","1","1","1","0","@{ko=영탑; en=Yeongtap}"
"23024","영태랑","1","1","1","0","@{ko=영태랑; en=Yeongtaerang}"
"23024","영토","1","1","1","0","@{ko=영토; en=Yeongto}"
"23024","영팔","1","1","1","0","@{ko=영팔; en=Yeongpal}"
"23024","영평","1","1","1","0","@{ko=영평; en=Yeongpyeong}"
"23024","영포","1","1","1","0","@{ko=영포; en=Yeongpo}"
"23024","영함","1","1","0","1","@{ko=영함; en=Yeongham}"
"23024","영협","1","1","1","0","@{ko=영협; en=Yeonghyeop}"
"23024","영환미쉘","1","1","0","1","@{ko=영환미쉘; en=Yeonghwanmiswel}"
"23024","영훈케빈","1","1","1","0","@{ko=영훈케빈; en=Yeonghunkebin}"
"23024","영훼","1","1","1","0","@{ko=영훼; en=Yeonghwe}"
"23024","영흥","1","1","1","0","@{ko=영흥; en=Yeongheung}"
"23024","예가람재인","1","1","1","0","@{ko=예가람재인; en=Yegaramjaein}"
"23024","예각","1","1","1","0","@{ko=예각; en=Yegak}"
"23024","예강후","1","1","1","0","@{ko=예강후; en=Yeganghu}"
"23024","예거","1","1","0","1","@{ko=예거; en=Yegeo}"
"23024","예걸","1","1","1","0","@{ko=예걸; en=Yegeol}"
"23024","예공","1","1","0","1","@{ko=예공; en=Yegong}"
"23024","예균마태","1","1","1","0","@{ko=예균마태; en=Yegyunmatae}"
"23024","예그린","1","1","1","0","@{ko=예그린; en=Yegeurin}"
"23024","예길","1","1","0","1","@{ko=예길; en=Yegil}"
"23024","예꿈","1","1","0","1","@{ko=예꿈; en=Yekkum}"
"23024","예나노엘","1","1","0","1","@{ko=예나노엘; en=Yenanoel}"
"23024","예나다니엘","1","1","0","1","@{ko=예나다니엘; en=Yenadaniel}"
"23024","예나래","1","1","0","1","@{ko=예나래; en=Yenarae}"
"23024","예나레이철","1","1","0","1","@{ko=예나레이철; en=Yenareicheol}"
"23024","예나레이첼","1","1","0","1","@{ko=예나레이첼; en=Yenareichel}"
"23024","예나보","1","1","0","1","@{ko=예나보; en=Yenabo}"
"23024","예나샤이럿","1","1","0","1","@{ko=예나샤이럿; en=Yenasyaireot}"
"23024","예나소피","1","1","0","1","@{ko=예나소피; en=Yenasopi}"
"23024","예나심","1","1","0","1","@{ko=예나심; en=Yenasim}"
"23024","예나에드린","1","1","0","1","@{ko=예나에드린; en=Yenaedeurin}"
"23024","예나엘리스","1","1","0","1","@{ko=예나엘리스; en=Yenaelriseu}"
"23024","예나울","1","1","0","1","@{ko=예나울; en=Yenaul}"
"23024","예나임볼소","1","1","0","1","@{ko=예나임볼소; en=Yenaimbolso}"
"23024","예나카라","1","1","0","1","@{ko=예나카라; en=Yenakara}"
"23024","예나크리스틴","1","1","0","1","@{ko=예나크리스틴; en=Yenakeuriseutin}"
"23024","예나테레사","1","1","0","1","@{ko=예나테레사; en=Yenateresa}"
"23024","예나헤븐리","1","1","0","1","@{ko=예나헤븐리; en=Yenahebeunri}"
"23024","예나힘","1","1","1","0","@{ko=예나힘; en=Yenahim}"
"23024","예높","1","1","1","0","@{ko=예높; en=Yenop}"
"23024","예누","1","1","1","0","@{ko=예누; en=Yenu}"
"23024","예누리","1","1","0","1","@{ko=예누리; en=Yenuri}"
"23024","예니노래인","1","1","0","1","@{ko=예니노래인; en=Yeninoraein}"
"23024","예다예","1","1","0","1","@{ko=예다예; en=Yedaye}"
"23024","예다은","1","1","0","1","@{ko=예다은; en=Yedaeun}"
"23024","예다음","1","1","0","1","@{ko=예다음; en=Yedaeum}"
"23024","예다준","1","1","1","0","@{ko=예다준; en=Yedajun}"
"23024","예다희","1","1","0","1","@{ko=예다희; en=Yedahui}"
"23024","예단아","1","1","0","1","@{ko=예단아; en=Yedana}"
"23024","예달별","1","1","0","1","@{ko=예달별; en=Yedalbyeol}"
"23024","예닮클로이","1","1","0","1","@{ko=예닮클로이; en=Yedamkeulroi}"
"23024","예담엠마","1","1","0","1","@{ko=예담엠마; en=Yedamemma}"
"23024","예더","1","1","0","1","@{ko=예더; en=Yedeo}"
"23024","예돈","1","1","1","0","@{ko=예돈; en=Yedon}"
"23024","예두툰","1","1","1","0","@{ko=예두툰; en=Yedutun}"
"23024","예드","1","1","1","0","@{ko=예드; en=Yedeu}"
"23024","예드니","1","1","0","1","@{ko=예드니; en=Yedeuni}"
"23024","예드아만","1","1","1","0","@{ko=예드아만; en=Yedeuaman}"
"23024","예들","1","1","0","1","@{ko=예들; en=Yedeul}"
"23024","예디나","1","1","0","1","@{ko=예디나; en=Yedina}"
"23024","예뜰","1","1","0","1","@{ko=예뜰; en=Yetteul}"
"23024","예라미라디아오","1","1","0","1","@{ko=예라미라디아오; en=Yeramiradiao}"
"23024","예라슬","1","1","0","1","@{ko=예라슬; en=Yeraseul}"
"23024","예람에스더","1","1","0","1","@{ko=예람에스더; en=Yerameseudeo}"
"23024","예랑카라","1","1","0","1","@{ko=예랑카라; en=Yerangkara}"
"23024","예래미","1","1","0","1","@{ko=예래미; en=Yeraemi}"
"23024","예레나","1","1","0","1","@{ko=예레나; en=Yerena}"
"23024","예레미아","1","1","1","0","@{ko=예레미아; en=Yeremia}"
"23024","예려","1","1","0","1","@{ko=예려; en=Yeryeo}"
"23024","예력","1","1","0","1","@{ko=예력; en=Yeryeok}"
"23024","예례","1","1","0","1","@{ko=예례; en=Yerye}"
"23024","예로미","1","1","0","1","@{ko=예로미; en=Yeromi}"
"23024","예롭","1","1","1","0","@{ko=예롭; en=Yerop}"
"23024","예루누르","1","1","1","0","@{ko=예루누르; en=Yerunureu}"
"23024","예루살렘","1","1","1","0","@{ko=예루살렘; en=Yerusalrem}"
"23024","예룬","1","1","0","1","@{ko=예룬; en=Yerun}"
"23024","예릉","1","1","0","1","@{ko=예릉; en=Yereung}"
"23024","예리도","1","1","1","0","@{ko=예리도; en=Yerido}"
"23024","예리미","1","1","0","1","@{ko=예리미; en=Yerimi}"
"23024","예리아","1","1","0","1","@{ko=예리아; en=Yeria}"
"23024","예리언","1","1","1","0","@{ko=예리언; en=Yerieon}"
"23024","예리카","1","1","0","1","@{ko=예리카; en=Yerika}"
"23024","예린곤도로","1","1","0","1","@{ko=예린곤도로; en=Yeringondoro}"
"23024","예린남","1","1","0","1","@{ko=예린남; en=Yerinnam}"
"23024","예린단비","1","1","0","1","@{ko=예린단비; en=Yerindanbi}"
"23024","예린샬롯테","1","1","0","1","@{ko=예린샬롯테; en=Yerinsyalrotte}"
"23024","예린성령","1","1","0","1","@{ko=예린성령; en=Yerinseongryeong}"
"23024","예린아","1","1","0","1","@{ko=예린아; en=Yerina}"
"23024","예린애린","1","1","0","1","@{ko=예린애린; en=Yerinaerin}"
"23024","예린예","1","1","0","1","@{ko=예린예; en=Yerinye}"
"23024","예린헤일리","1","1","0","1","@{ko=예린헤일리; en=Yerinheilri}"
"23024","예림드보라","1","1","0","1","@{ko=예림드보라; en=Yerimdeubora}"
"23024","예림사하라","1","1","0","1","@{ko=예림사하라; en=Yerimsahara}"
"23024","예림아","1","1","0","1","@{ko=예림아; en=Yerima}"
"23024","예림제일린","1","1","0","1","@{ko=예림제일린; en=Yerimjeilrin}"
"23024","예림캐서린","1","1","0","1","@{ko=예림캐서린; en=Yerimkaeseorin}"
"23024","예마타","1","1","1","0","@{ko=예마타; en=Yemata}"
"23024","예망","1","1","0","1","@{ko=예망; en=Yemang}"
"23024","예모제이콥","1","1","1","0","@{ko=예모제이콥; en=Yemojeikop}"
"23024","예몬","1","1","1","0","@{ko=예몬; en=Yemon}"
"23024","예묘","1","1","0","1","@{ko=예묘; en=Yemyo}"
"23024","예무","1","1","1","0","@{ko=예무; en=Yemu}"
"23024","예밀","1","1","0","1","@{ko=예밀; en=Yemil}"
"23024","예바름","1","1","0","1","@{ko=예바름; en=Yebareum}"
"23024","예배","1","1","1","0","@{ko=예배; en=Yebae}"
"23024","예백","1","1","1","0","@{ko=예백; en=Yebaek}"
"23024","예밴","1","1","1","0","@{ko=예밴; en=Yebaen}"
"23024","예병","1","1","1","0","@{ko=예병; en=Yebyeong}"
"23024","예본가제크","1","1","0","1","@{ko=예본가제크; en=Yebongajekeu}"
"23024","예부","1","1","1","0","@{ko=예부; en=Yebu}"
"23024","예브게니","1","1","1","0","@{ko=예브게니; en=Yebeugeni}"
"23024","예브게니야세르게예브나","1","1","0","1","@{ko=예브게니야세르게예브나; en=Yebeugeniyasereugeyebeuna}"
"23024","예븐","1","1","0","1","@{ko=예븐; en=Yebeun}"
"23024","예빈신","1","1","1","0","@{ko=예빈신; en=Yebinsin}"
"23024","예빈아이리스","1","1","0","1","@{ko=예빈아이리스; en=Yebinairiseu}"
"23024","예빈애나","1","1","0","1","@{ko=예빈애나; en=Yebinaena}"
"23024","예빈우","1","1","1","0","@{ko=예빈우; en=Yebinu}"
"23024","예빈카일","1","1","1","0","@{ko=예빈카일; en=Yebinkail}"
"23024","예빛나래","1","1","0","1","@{ko=예빛나래; en=Yebitnarae}"
"23024","예빛찬","1","1","1","0","@{ko=예빛찬; en=Yebitchan}"
"23024","예쁜","1","1","0","1","@{ko=예쁜; en=Yeppeun}"
"23024","예쁜봄","1","1","0","1","@{ko=예쁜봄; en=Yeppeunbom}"
"23024","예삼","1","1","1","0","@{ko=예삼; en=Yesam}"
"23024","예서린","1","1","0","1","@{ko=예서린; en=Yeseorin}"
"23024","예서애쉴리","1","1","1","0","@{ko=예서애쉴리; en=Yeseoaeswilri}"
"23024","예서엘린","1","1","0","1","@{ko=예서엘린; en=Yeseoelrin}"
"23024","예서케이트","1","1","0","1","@{ko=예서케이트; en=Yeseokeiteu}"
"23024","예선줄리아","1","1","0","1","@{ko=예선줄리아; en=Yeseonjulria}"
"23024","예성제스","1","1","1","0","@{ko=예성제스; en=Yeseongjeseu}"
"23024","예성조안나","1","1","0","1","@{ko=예성조안나; en=Yeseongjoanna}"
"23024","예세","1","1","0","1","@{ko=예세; en=Yese}"
"23024","예세보","1","1","1","0","@{ko=예세보; en=Yesebo}"
"23024","예셀","1","1","1","0","@{ko=예셀; en=Yesel}"
"23024","예셸","1","1","0","1","@{ko=예셸; en=Yesyel}"
"23024","예소라","1","1","0","1","@{ko=예소라; en=Yesora}"
"23024","예소리","1","1","0","1","@{ko=예소리; en=Yesori}"
"23024","예소율","1","1","0","1","@{ko=예소율; en=Yesoyul}"
"23024","예솔랑","1","1","0","1","@{ko=예솔랑; en=Yesolrang}"
"23024","예솔이","1","1","0","1","@{ko=예솔이; en=Yesoli}"
"23024","예수아나스타샤","1","1","0","1","@{ko=예수아나스타샤; en=Yesuanaseutasya}"
"23024","예수엘","1","1","0","1","@{ko=예수엘; en=Yesuel}"
"23024","예스나애니","1","1","0","1","@{ko=예스나애니; en=Yeseunaaeni}"
"23024","예스란","1","1","0","1","@{ko=예스란; en=Yeseuran}"
"23024","예스민","1","1","0","1","@{ko=예스민; en=Yeseumin}"
"23024","예스틴","1","1","1","0","@{ko=예스틴; en=Yeseutin}"
"23024","예슬다나","1","1","0","1","@{ko=예슬다나; en=Yeseuldana}"
"23024","예슬로","1","1","1","0","@{ko=예슬로; en=Yeseulro}"
"23024","예슬바버","1","1","0","1","@{ko=예슬바버; en=Yeseulbabeo}"
"23024","예슬비","1","1","0","1","@{ko=예슬비; en=Yeseulbi}"
"23024","예시카","1","1","0","1","@{ko=예시카; en=Yesika}"
"23024","예시카한비","1","1","0","1","@{ko=예시카한비; en=Yesikahanbi}"
"23024","예신루스","1","1","1","0","@{ko=예신루스; en=Yesinruseu}"
"23024","예아라","1","1","0","1","@{ko=예아라; en=Yeara}"
"23024","예아란","1","1","0","1","@{ko=예아란; en=Yearan}"
"23024","예아람","1","1","0","1","@{ko=예아람; en=Yearam}"
"23024","예아인","1","1","0","1","@{ko=예아인; en=Yeain}"
"23024","예아피비","1","1","0","1","@{ko=예아피비; en=Yeapibi}"
"23024","예어","1","1","1","0","@{ko=예어; en=Yeeo}"
"23024","예어린","1","1","0","1","@{ko=예어린; en=Yeeorin}"
"23024","예열","1","1","1","0","@{ko=예열; en=Yeyeol}"
"23024","예염","1","1","0","1","@{ko=예염; en=Yeyeom}"
"23024","예영앨리","1","1","0","1","@{ko=예영앨리; en=Yeyeongaelri}"
"23024","예요","1","1","0","1","@{ko=예요; en=Yeyo}"
"23024","예원셀린","1","1","0","1","@{ko=예원셀린; en=Yewonselrin}"
"23024","예원아트","1","1","1","0","@{ko=예원아트; en=Yewonateu}"
"23024","예원에밀리","1","1","0","1","@{ko=예원에밀리; en=Yewonemilri}"
"23024","예원케이티","1","1","0","1","@{ko=예원케이티; en=Yewonkeiti}"
"23024","예은마리아","1","1","0","1","@{ko=예은마리아; en=Yeeunmaria}"
"23024","예은발라그","1","1","0","1","@{ko=예은발라그; en=Yeeunbalrageu}"
"23024","예은별","1","1","0","1","@{ko=예은별; en=Yeeunbyeol}"
"23024","예은빛나","1","1","0","1","@{ko=예은빛나; en=Yeeunbitna}"
"23024","예은성","1","1","1","0","@{ko=예은성; en=Yeeunseong}"
"23024","예은아네트","1","1","0","1","@{ko=예은아네트; en=Yeeunaneteu}"
"23024","예은에스더","1","1","0","1","@{ko=예은에스더; en=Yeeuneseudeo}"
"23024","예은클로이","1","1","0","1","@{ko=예은클로이; en=Yeeunkeulroi}"
"23024","예은혜","1","1","0","1","@{ko=예은혜; en=Yeeunhye}"
"23024","예은히","1","1","0","1","@{ko=예은히; en=Yeeunhi}"
"23024","예일가제크","1","1","0","1","@{ko=예일가제크; en=Yeilgajekeu}"
"23024","예일리","1","1","0","1","@{ko=예일리; en=Yeilri}"
"23024","예일린","1","1","0","1","@{ko=예일린; en=Yeilrin}"
"23024","예장","1","1","1","0","@{ko=예장; en=Yejang}"
"23024","예제나","1","1","0","1","@{ko=예제나; en=Yejena}"
"23024","예제린","1","1","0","1","@{ko=예제린; en=Yejerin}"
"23024","예주루나","1","1","0","1","@{ko=예주루나; en=Yejuruna}"
"23024","예주성","1","1","1","0","@{ko=예주성; en=Yejuseong}"
"23024","예주오","1","1","1","0","@{ko=예주오; en=Yejuo}"
"23024","예주한나","1","1","0","1","@{ko=예주한나; en=Yejuhanna}"
"23024","예준조슈아","1","1","1","0","@{ko=예준조슈아; en=Yejunjosyua}"
"23024","예준조엘","1","1","1","0","@{ko=예준조엘; en=Yejunjoel}"
"23024","예쥬","1","1","0","1","@{ko=예쥬; en=Yejyu}"
"23024","예지레아","1","1","0","1","@{ko=예지레아; en=Yejirea}"
"23024","예지마리","1","1","0","1","@{ko=예지마리; en=Yejimari}"
"23024","예지본","1","1","0","1","@{ko=예지본; en=Yejibon}"
"23024","예지슬","1","1","0","1","@{ko=예지슬; en=Yejiseul}"
"23024","예지우","1","1","0","1","@{ko=예지우; en=Yejiu}"
"23024","예지움","1","1","0","1","@{ko=예지움; en=Yejium}"
"23024","예지인","1","1","0","1","@{ko=예지인; en=Yejiin}"
"23024","예지프리실","1","1","0","1","@{ko=예지프리실; en=Yejipeurisil}"
"23024","예지호","1","1","0","1","@{ko=예지호; en=Yejiho}"
"23024","예진끌로에","1","1","0","1","@{ko=예진끌로에; en=Yejinkkeulroe}"
"23024","예진나오미","1","1","0","1","@{ko=예진나오미; en=Yejinnaomi}"
"23024","예진앤드리아","1","1","0","1","@{ko=예진앤드리아; en=Yejinaendeuria}"
"23024","예짐","1","1","0","1","@{ko=예짐; en=Yejim}"
"23024","예찬조사야","1","1","1","0","@{ko=예찬조사야; en=Yechanjosaya}"
"23024","예추","1","1","0","1","@{ko=예추; en=Yechu}"
"23024","예치","1","1","1","0","@{ko=예치; en=Yechi}"
"23024","예카테리나","1","1","0","1","@{ko=예카테리나; en=Yekaterina}"
"23024","예카테리나브라미로브나","1","1","0","1","@{ko=예카테리나브라미로브나; en=Yekaterinabeuramirobeuna}"
"23024","예튼","1","1","0","1","@{ko=예튼; en=Yeteun}"
"23024","예평","1","1","1","0","@{ko=예평; en=Yepyeong}"
"23024","예품","1","1","1","0","@{ko=예품; en=Yepum}"
"23024","예풍","1","1","1","0","@{ko=예풍; en=Yepung}"
"23024","예핌한울","1","1","1","0","@{ko=예핌한울; en=Yepimhanul}"
"23024","예하애드먼","1","1","1","0","@{ko=예하애드먼; en=Yehaaedeumeon}"
"23024","예해","1","1","0","1","@{ko=예해; en=Yehae}"
"23024","예해솔","1","1","0","1","@{ko=예해솔; en=Yehaesol}"
"23024","예협","1","1","1","0","@{ko=예협; en=Yehyeop}"
"23024","예홀","1","1","1","0","@{ko=예홀; en=Yehol}"
"23024","예훈메릴","1","1","1","0","@{ko=예훈메릴; en=Yehunmeril}"
"23024","예훌","1","1","1","0","@{ko=예훌; en=Yehul}"
"23024","예흘","1","1","0","1","@{ko=예흘; en=Yeheul}"
"23024","예흠솔","1","1","1","0","@{ko=예흠솔; en=Yeheumsol}"
"23024","예희케일린","1","1","0","1","@{ko=예희케일린; en=Yehuikeilrin}"
"23024","옌","1","1","1","0","@{ko=옌; en=Yen}"
"23024","옌기미","1","1","0","1","@{ko=옌기미; en=Yengimi}"
"23024","옌난","1","1","0","1","@{ko=옌난; en=Yennan}"
"23024","옌니소미","1","1","0","1","@{ko=옌니소미; en=Yennisomi}"
"23024","옌띠","1","1","0","1","@{ko=옌띠; en=Yentti}"
"23024","옌부드롱","1","1","1","0","@{ko=옌부드롱; en=Yenbudeurong}"
"23024","옌스","1","1","1","0","@{ko=옌스; en=Yenseu}"
"23024","옌야","1","1","0","1","@{ko=옌야; en=Yenya}"
